Unnamed: 0,SAVSNET_consult_id,Narrative,SAVSNET MPC,Consult_date,Species,Narrative_cleaned
4026,4598199,"""Clipped nails, very well behaved. overweight 6/9 BCS need to get back to 12.2kg.""",other_healthy,11-06-2018 17:27,dog,"""Clipped nails, very well behaved. overweight 6/9 BCS need to get back to 12.2kg."""
4027,4510243,"""Eating well, no V D C S, found lump under R axilla. Never had vet check, presumed male, not castrate, was stray that was found. PE: BAR, salivating but quite scared, lungs clear, R axilla small skin tag, BCS 4/9, moderate calculus with assoc mild gingivitis, HR 180, abdo wnl, female. Discussed dental, adv re HPC, starting vaccs, see in 3w.""",vaccination,16-05-2018 17:28,cat,"""Eating well, no V D C S, found lump under R axilla. Never had vet check, presumed male, not castrate, was stray that was found. PE: BAR, salivating but quite scared, lungs clear, R axilla small skin tag, BCS 4/9, moderate calculus with assoc mild gingivitis, HR 180, abdo wnl, female. Discussed dental, adv re HPC, starting vaccs, see in 3w."""
4028,3918198,"""Hx: had a weepy right eye for about 1 week. Sneezing occassionally but no nasal discharge, does sniff in dusty placed. Shaking head a lot. CE: Right eye serous discharge at medial canthus, conjunctival hyperaemia, Fluoroscein -ve. No nasal discharge present. Mild dental disease present. Both ear canals unremarkable but a lot of small fine hairs present. Plan: Adv apply isathal to affected eye twice daily for 5 days. Apply ear cleaner to both ears every 1-2 weeks to aid removal of hair.""",other_healthy,24-11-2017 11:54,dog,"""Hx: had a weepy right eye for about 1 week. Sneezing occassionally but no nasal discharge, does sniff in dusty placed. Shaking head a lot. CE: Right eye serous discharge at medial canthus, conjunctival hyperaemia, Fluoroscein -ve. No nasal discharge present. Mild dental disease present. Both ear canals unremarkable but a lot of small fine hairs present. Plan: Adv apply isathal to affected eye twice daily for 5 days. Apply ear cleaner to both ears every 1-2 weeks to aid removal of hair."""
4029,1455204,"""vacc, all ok,""",vaccination,11-04-2016 17:59,dog,"""vacc, all ok,"""
4030,6520728,"recheck. still not himself, vomiting through the night. still fairly bright but maybe a little down. good think is that the temperature is down. but wouldnt give meloxaid with the further vomtiing. advise can hopsitalise for pain releif, antiemetics for 24 hours as other concern is vomiting up his tablets. or trial cerenia and recheck monday. i did say sunday but owner works two jobs that day so would be struggle. given prevomax injection. if not improvin throughout day to call <<location>> and we might admit sooner. recheck monday, sooner ini",other_healthy,10-08-2019 10:44,cat,"recheck. still not himself, vomiting through the night. still fairly bright but maybe a little down. good think is that the temperature is down. but wouldnt give meloxaid with the further vomtiing. advise can hopsitalise for pain releif, antiemetics for 24 hours as other concern is vomiting up his tablets. or trial cerenia and recheck monday. i did say sunday but owner works two jobs that day so would be struggle. given prevomax injection. if not improvin throughout day to call <<location>> and we might admit sooner. recheck monday, sooner ini"
4031,5007527,recheck,other_unwell,05-09-2018 15:30,rabbit,recheck
4032,907679,"""eyes. o said few days ago noticed 3rd eyelid visible. no dischrge or blepharospasm, not scratching/rubbing. 3rd eyelid protruding-BO. conjunctivitis. no obv discharge, reflexes nad and optic nerve nad as far as can see. fluoro stain negative. gingivitis and tartar-adv dentals in future. t 38.4, otherwise fine. ed. no v/d. up to date with vacc. put on weight-adv re diet. opt. 1. isathal+metacam+b.collar if scratching/rubbing. 2. swab+tx. o elected 1st opt. adv if not imrpoved 3-4 days re check and then may req further invest incluidng swab and blood test.""",other_unwell,07-12-2015 15:09,cat,"""eyes. o said few days ago noticed 3rd eyelid visible. no dischrge or blepharospasm, not scratching/rubbing. 3rd eyelid protruding-BO. conjunctivitis. no obv discharge, reflexes nad and optic nerve nad as far as can see. fluoro stain negative. gingivitis and tartar-adv dentals in future. t 38.4, otherwise fine. ed. no v/d. up to date with vacc. put on weight-adv re diet. opt. 1. isathal+metacam+b.collar if scratching/rubbing. 2. swab+tx. o elected 1st opt. adv if not imrpoved 3-4 days re check and then may req further invest incluidng swab and blood test."""
4033,6828969,"Vaccine Booster (L4&KC) -Healthy. Weight: 12.0 BCS: /9. BAR. EDDU as normal, no coughing or sneezing. heart rate - 120.  respiratory rate - 20. mm - P+M CRT 2s. Pulses - Strong and synchronous. Thoracic auscultation - NAD. Abdominal palpation - NAD. LN - Submandibular, prescapular, popliteal - WNL. Eyes, ears, nose - Clear no discharge. Oral Exam - Good teeth, no tartar, no gingivitis - Advised tooth brushing.  Temperature - NA. Rectal Exam - NA",vaccination,18-10-2019 14:40,dog,"Vaccine Booster (L4&KC) -Healthy. Weight: 12.0 BCS: /9. BAR. EDDU as normal, no coughing or sneezing. heart rate - 120.  respiratory rate - 20. mm - P+M CRT 2s. Pulses - Strong and synchronous. Thoracic auscultation - NAD. Abdominal palpation - NAD. LN - Submandibular, prescapular, popliteal - WNL. Eyes, ears, nose - Clear no discharge. Oral Exam - Good teeth, no tartar, no gingivitis - Advised tooth brushing.  Temperature - NA. Rectal Exam - NA"
4034,3161192,"""pu/pd, reduced appetite, lethargic, quiet, temperature 39.0C, heart rate 100bpm, pulse OK, breathing normal,no discharges""",other_unwell,22-05-2017 15:08,dog,"""pu/pd, reduced appetite, lethargic, quiet, temperature 39.0C, heart rate 100bpm, pulse OK, breathing normal,no discharges"""
4035,3355313,"""26.95kg fab loss. 950g Loss 5 weeks. continue at 285g/day. Off metacam. on nutraquin+. No lameness or stiffness. W 57cm. C 71.5cm.""",other_healthy,11-07-2017 18:03,dog,"""26.95kg fab loss. 950g Loss 5 weeks. continue at 285g/day. Off metacam. on nutraquin+. No lameness or stiffness. W 57cm. C 71.5cm."""
4036,5911034,"really bad cough, since 5 days, has gotten worse, dog walker said was constant all day, in here unfortunately didnt cough, BAR, chest and heart clear, nothing abnormal detected, temperature 39.1C, discussed possibility of kc, and others and recehck 1 week.",other_unwell,27-03-2019 17:42,dog,"really bad cough, since 5 days, has gotten worse, dog walker said was constant all day, in here unfortunately didnt cough, BAR, chest and heart clear, nothing abnormal detected, temperature 39.1C, discussed possibility of kc, and others and recehck 1 week."
4037,938140,"""Acute D+. 3 days ago started D+ in morning. Trialled intermittent starving/chicken and rice but no improvement yet. Some mucous and small amount blood seen. Appetite ok, a little quet, no V+. has had a few episodes D+ before, does scavenge. PE: Eyes ears mouth NAD, CRT 1 sec, moist. No skin tent. Chest and heart ausc NAD, abdomen ok. Temp = 38.1. Adv most likely colitis 2ndary to indiscretion. probind, recheck INI this week with pooled sample.""",gastroenteric,15-12-2015 09:34,dog,"""Acute D+. 3 days ago started D+ in morning. Trialled intermittent starving/chicken and rice but no improvement yet. Some mucous and small amount blood seen. Appetite ok, a little quet, no V+. has had a few episodes D+ before, does scavenge. PE: Eyes ears mouth NAD, CRT 1 sec, moist. No skin tent. Chest and heart ausc NAD, abdomen ok. Temp = 38.1. Adv most likely colitis 2ndary to indiscretion. probind, recheck INI this week with pooled sample."""
4038,710303,"""""",vaccination,15-10-2015 18:08,cat,""""""
4039,5830369,Anal Adenoma Bleeding. Has been aware af anal masses for some time. Prev used supralorin implant to reduce size and seemed to work fairly well but that was April 2017. Had been seen in Jan for booster sna ddisucssed masses then and opted to monitor. OR this <<location>> came down to a lot of blood ont he flooor from back end. Clipped and cleaned in consult today. Internal exam to check not bleeding from rectum; all OK. Agreed bleeding appear to be coming fomr the dorsal most mass; <<name>> ulcerated on the underside sadly. Disucssed surgery; agreed difficult due to area and would require more specilist surgeon for this kinfd of proceedure. Also agreed that can try with chemical castration again to reduce size owner se if we can get it to heal or if not make surgery less risky in general. Also start Abs and NSAIDs today. Plan rex 8 days as if tardak not had an effect will need a second dose. <<name>> sooner if concerned. Next appointment in 8 days.,tumour,08-03-2019 15:00,dog,Anal Adenoma Bleeding. Has been aware af anal masses for some time. Prev used supralorin implant to reduce size and seemed to work fairly well but that was April 2017. Had been seen in Jan for booster sna ddisucssed masses then and opted to monitor. OR this <<location>> came down to a lot of blood ont he flooor from back end. Clipped and cleaned in consult today. Internal exam to check not bleeding from rectum; all OK. Agreed bleeding appear to be coming fomr the dorsal most mass; <<name>> ulcerated on the underside sadly. Disucssed surgery; agreed difficult due to area and would require more specilist surgeon for this kinfd of proceedure. Also agreed that can try with chemical castration again to reduce size owner se if we can get it to heal or if not make surgery less risky in general. Also start Abs and NSAIDs today. Plan rex 8 days as if tardak not had an effect will need a second dose. <<name>> sooner if concerned. Next appointment in 8 days.
4040,6695376,"No improvement.  Diarrhoea approx 6 times /day. Very dark brown then mucous. Sick once last week and three times yesterday. Very lethargic. Very hyporexic. Peri-anal mass has decreased in size (OR) but its still present, approx 4cm diameter. Still very unwell. Moderately dehydrated, CRT 2s, eyes not sunken, slower skin tent. Offered IVFT but not insured so Os will encourage water intake at home (already PUPD but loosing it in diarrhoea) and bring back for IVFT if deteriorates. Plan: U/S abdomen, liver especially, on friday and FNA peri-anal mass incase of anal sac adenocarcinoma. O aware to starve from 10pm the night before and that we will try to do the scan conscious but sedation may be needed.",gastroenteric,18-09-2019 10:56,dog,"No improvement.  Diarrhoea approx 6 times /day. Very dark brown then mucous. Sick once last week and three times yesterday. Very lethargic. Very hyporexic. Peri-anal mass has decreased in size (OR) but its still present, approx 4cm diameter. Still very unwell. Moderately dehydrated, CRT 2s, eyes not sunken, slower skin tent. Offered IVFT but not insured so Os will encourage water intake at home (already PUPD but loosing it in diarrhoea) and bring back for IVFT if deteriorates. Plan: U/S abdomen, liver especially, on friday and FNA peri-anal mass incase of anal sac adenocarcinoma. O aware to starve from 10pm the night before and that we will try to do the scan conscious but sedation may be needed."
4041,1219400,"""corneal ulcer about HALF the size as last week.  some neovascularisation evident.  healing is occuring so reccomend carry on treatment for another week.  Next appointment in 1 week. re-check ulcer""",other_unwell,19-02-2016 14:06,dog,"""corneal ulcer about HALF the size as last week.  some neovascularisation evident.  healing is occuring so reccomend carry on treatment for another week.  Next appointment in 1 week. re-check ulcer"""
4042,5121069,Advise re dental.,other_healthy,28-09-2018 10:26,cat,Advise re dental.
4043,88383,"""wounf virtually healed.""",vaccination,24-06-2014 15:42,dog,"""wounf virtually healed."""
4044,5098992,"O/r occasionally jumping up looking sharply at back end then running with tail between legs, very unsettled when this happens. Recovers quickly from episodes. Otherwise well. CE: bright/alert/responsive, hr100, other parameters within normal limits. Ag both very full, emptied brown liquid with white gritty bits. Advised O may need doing regularly, q4-6wks.",vaccination,24-09-2018 14:58,unknown,"O/r occasionally jumping up looking sharply at back end then running with tail between legs, very unsettled when this happens. Recovers quickly from episodes. Otherwise well. CE: bright/alert/responsive, hr100, other parameters within normal limits. Ag both very full, emptied brown liquid with white gritty bits. Advised O may need doing regularly, q4-6wks."
4045,674078,"""""",other_healthy,06-10-2015 09:02,dog,""""""
4046,6734020,Came home limping on RF last night. No blood noted. DUDE fine. Superficial cut to main pad of RF on lateral side. Mild erythema of pad and uncomfortable to palpate. No FB within wound. Cleaned with hibi. Ab inj and NSAID for 3-5 days. Re-check INI. Next appointment in 1 week.,trauma,27-09-2019 08:42,cat,Came home limping on RF last night. No blood noted. DUDE fine. Superficial cut to main pad of RF on lateral side. Mild erythema of pad and uncomfortable to palpate. No FB within wound. Cleaned with hibi. Ab inj and NSAID for 3-5 days. Re-check INI. Next appointment in 1 week.
4047,5749446,"In for vaccination. had dhp 2017. owner rpeorts DUDE normal no v+ or diarrhoea. mms p+m, capillary refill time 1 sec. chest ausc nothing abnormal detected. abdomen palp within normal limits except body condition score 3.5/5 advised weight loss. mild wax right ear advised cleaner",vaccination,18-02-2019 17:50,dog,"In for vaccination. had dhp 2017. owner rpeorts DUDE normal no v+ or diarrhoea. mms p+m, capillary refill time 1 sec. chest ausc nothing abnormal detected. abdomen palp within normal limits except body condition score 3.5/5 advised weight loss. mild wax right ear advised cleaner"
4048,4478669,"""owner reprots thought foreign body in foot- lame last couople of days left hind and wound see in pad- explored with sterile needle and removed some grit and dirt but no signif foreign body - advise salt water bathing to try and draw, nsaid and review in 2 days sooner if concerned - may need to sedate and xray affected digit. rst of Health check satis. Next appointment in 2 days. rex left hind ?fb""",trauma,08-05-2018 11:42,dog,"""owner reprots thought foreign body in foot- lame last couople of days left hind and wound see in pad- explored with sterile needle and removed some grit and dirt but no signif foreign body - advise salt water bathing to try and draw, nsaid and review in 2 days sooner if concerned - may need to sedate and xray affected digit. rst of Health check satis. Next appointment in 2 days. rex left hind ?fb"""
4049,542746,"""Exam all fine, checked chip.""",vaccination,20-08-2015 14:49,cat,"""Exam all fine, checked chip."""
4050,3784731,"""Improvement - third eyelid no longer protruding, no blepharospasm. Adv stop meds and recheck if any recurrence.""",other_healthy,23-10-2017 18:06,dog,"""Improvement - third eyelid no longer protruding, no blepharospasm. Adv stop meds and recheck if any recurrence."""
4051,3271935,""".  o brought in as lame for a week and at groomer yesterday then found a lump between digit 4 and 5. lateral aspect 4. swelling and thinned skin. clipped nothing abnormal detected cleaned with hibiscrub - very grumbly so poultice applied. explained to o needs reseeing tomorrow to see if anything can be drawn out. advise bandage care.""",other_unwell,21-06-2017 09:14,dog,""".  o brought in as lame for a week and at groomer yesterday then found a lump between digit 4 and 5. lateral aspect 4. swelling and thinned skin. clipped nothing abnormal detected cleaned with hibiscrub - very grumbly so poultice applied. explained to o needs reseeing tomorrow to see if anything can be drawn out. advise bandage care."""
4052,2082317,"""Health check. Hx: FLUTD history. Spraying everywhere in house marking - holidays last w/e. Spots of blood in urine. Very good appetite. Weakness in HL when walking up stairs/change gradient. Otherwise EDDU normally. J. PE: BAR. TPR WNL. Abdo palp NAD - small bladder. Eyes, ears, nose, mouth NAD BCS 4/5. Dental score 1/4. No palp goitre.  Ddx: HL OA/FLUTD.  Plan: NSAID + Abs. Recheck if not improving over w/e. Recommend feliway. Consider bloods, O declined at this stage.""",kidney_disease,26-08-2016 17:31,cat,"""Health check. Hx: FLUTD history. Spraying everywhere in house marking - holidays last w/e. Spots of blood in urine. Very good appetite. Weakness in HL when walking up stairs/change gradient. Otherwise EDDU normally. J. PE: BAR. TPR WNL. Abdo palp NAD - small bladder. Eyes, ears, nose, mouth NAD BCS 4/5. Dental score 1/4. No palp goitre.  Ddx: HL OA/FLUTD.  Plan: NSAID + Abs. Recheck if not improving over w/e. Recommend feliway. Consider bloods, O declined at this stage."""
4053,2400344,"""no concerns on exam except for weight gain, advise 25kgs probably about right getting less exercise as only dog in the household now, concentrate on diet and increase exercise if poss""",vaccination,04-11-2016 16:37,dog,"""no concerns on exam except for weight gain, advise 25kgs probably about right getting less exercise as only dog in the household now, concentrate on diet and increase exercise if poss"""
4054,2252105,"""Vaccines, worm, flea. OR NRP DUDE normally. CE auscultation NAD, right ear NAD. cannot possibly exam anything else. owner aware exam not compl;ete. L4 sc. KC up nose.""",vaccination,03-10-2016 18:49,dog,"""Vaccines, worm, flea. OR NRP DUDE normally. CE auscultation NAD, right ear NAD. cannot possibly exam anything else. owner aware exam not compl;ete. L4 sc. KC up nose."""
4055,930671,"""all fine, healthy rabbit, clip nails in consultation.""",vaccination,12-12-2015 11:28,rabbit,"""all fine, healthy rabbit, clip nails in consultation."""
4056,3311042,"""check over for 1st vacc.  wormed 3-4d ago - advise rpt at L4 vacc.  eating and drinking well.  motions normal.  mmembs pink crt 1s. Ht and lungs - nothing abnormal detected.  abdomen - nothing abnormal detected.  advise on exrcise diet worming flea and ticks insurance(already on free from breeder). re-v 2wks for 2nd DHP and further 2wks for L4.""",other_healthy,30-06-2017 16:03,dog,"""check over for 1st vacc.  wormed 3-4d ago - advise rpt at L4 vacc.  eating and drinking well.  motions normal.  mmembs pink crt 1s. Ht and lungs - nothing abnormal detected.  abdomen - nothing abnormal detected.  advise on exrcise diet worming flea and ticks insurance(already on free from breeder). re-v 2wks for 2nd DHP and further 2wks for L4."""
4057,5651853,". cytology show bilat malssezia , adv cont meds , still lots of brown wax , change cleanser. Next appointment in 1 week.",other_healthy,26-01-2019 14:43,dog,". cytology show bilat malssezia , adv cont meds , still lots of brown wax , change cleanser. Next appointment in 1 week."
4058,962436,"""due booster, o reports no problems. c/e nothing abnormal detected. teeth grade 1/4. small cat but o reports has always been so. no previous weight recorded! BCS 4/9. vacc tricat A338A01 + L4 SD1H01.""",vaccination,21-12-2015 10:12,cat,"""due booster, o reports no problems. c/e nothing abnormal detected. teeth grade 1/4. small cat but o reports has always been so. no previous weight recorded! BCS 4/9. vacc tricat A338A01 + L4 SD1H01."""
4059,1456194,"""Presented for euthanasia due to ongoing deterioration. <<name>> came to the surgery but could not be in the room with <<identifier>>. Consent form signed by <<name>>.""",other_unwell,12-04-2016 09:04,dog,"""Presented for euthanasia due to ongoing deterioration. <<name>> came to the surgery but could not be in the room with <<identifier>>. Consent form signed by <<name>>."""
4060,4803787,"""In for quick check up R ear following grass seed removal to ensure no remaining debris. Ear canal absolutely fine, no erythema and can see TM perfectly. All looks normal. advise continue cleaning 2x weekly or after swimming given breed predisposition to OE. finish preds -only 1 days to go. charged 1/2 consultation fee as only in for 5 minutes.""",other_unwell,26-07-2018 10:19,dog,"""In for quick check up R ear following grass seed removal to ensure no remaining debris. Ear canal absolutely fine, no erythema and can see TM perfectly. All looks normal. advise continue cleaning 2x weekly or after swimming given breed predisposition to OE. finish preds -only 1 days to go. charged 1/2 consultation fee as only in for 5 minutes."""
4061,4182375,"""Recurrence of miliary dermatitis - red crusty lesions asscoiated with self trauma as before on dorsum and ventrum. Also cut on lower left lip - laceration - likely to be trauma related (not convincing self trauma). Given convenia for lesion on lip and depo for miliary dermatitis - warned may need surgical intervention with lesion on lip as may get bigger (currently 5-6mm).""",other_unwell,05-02-2018 15:10,cat,"""Recurrence of miliary dermatitis - red crusty lesions asscoiated with self trauma as before on dorsum and ventrum. Also cut on lower left lip - laceration - likely to be trauma related (not convincing self trauma). Given convenia for lesion on lip and depo for miliary dermatitis - warned may need surgical intervention with lesion on lip as may get bigger (currently 5-6mm)."""
4062,4802662,"""a088a02 l4 update""",vaccination,26-07-2018 09:06,dog,"""a088a02 l4 update"""
4063,5544326,"Restart vacc. HX: DUDE fine fit and well, nervous with new people and very protective so needs muzzle. PE: (nervous)BAR, NAD other than slightly overweight, needs diet. Given DHP + L4. because O is pregnant discussed KC vaccination and risks, and O decided to don't do it this year. Next appointment in 4 weeks.",vaccination,03-01-2019 17:21,dog,"Restart vacc. HX: DUDE fine fit and well, nervous with new people and very protective so needs muzzle. PE: (nervous)BAR, NAD other than slightly overweight, needs diet. Given DHP + L4. because O is pregnant discussed KC vaccination and risks, and O decided to don't do it this year. Next appointment in 4 weeks."
4064,5889582,"hpc chk all fine, says bit picky with food but just in morning as sometimes gets thre breakfast, eats most of main tea, rechk weight in another month, clipped nails, o prefers the easecto to endectrid.",other_healthy,22-03-2019 12:07,dog,"hpc chk all fine, says bit picky with food but just in morning as sometimes gets thre breakfast, eats most of main tea, rechk weight in another month, clipped nails, o prefers the easecto to endectrid."
4065,159261,"""O have no concerns. Very well. No vomiting and diarrhoea, coughing or sneezing. No lumps/bumps or scratching. Eating and drinking normally. Ears, eyes, nose, mouth, teeth, skin, abdominal palpation and thoracic auscultation NAD. Ok for booster. L4 booster in 4 wks""",vaccination,20-08-2014 16:03,dog,"""O have no concerns. Very well. No vomiting and diarrhoea, coughing or sneezing. No lumps/bumps or scratching. Eating and drinking normally. Ears, eyes, nose, mouth, teeth, skin, abdominal palpation and thoracic auscultation NAD. Ok for booster. L4 booster in 4 wks"""
4066,1726444,"""1/3 of fortnightly intravit injection. Rx in a w for elyte bloods. Next appointment in 1 week.""",other_unwell,10-06-2016 17:35,dog,"""1/3 of fortnightly intravit injection. Rx in a w for elyte bloods. Next appointment in 1 week."""
4067,3766612,"""COMPLAINT: Vomiting and lethargy/weight check. HISTORY: E+ wet food only 2 packs a day, Dr+, Co- Sn- V- D-, exercising well. Any biscuits start mucus.  EX: BW: 22.3 BCS: 4/9 MCS: 2/3 M/m: pink CRT: 1 secs Teeth: good Eyes: NAD Ears: NAD Chest: HR: 90 RR: panting Pulse: good Abdomen: NAD Skin and Coat: NAD Joints: NAD Claws: NAD LN: NAD Behaviour: BAR Parasites: none seen Vulva - normal again - ossibly had a silent season? TX: Monthly milpro. ADVICE: chat re spay - advise in 1-2 months.""",other_healthy,19-10-2017 10:06,dog,"""COMPLAINT: Vomiting and lethargy/weight check. HISTORY: E+ wet food only 2 packs a day, Dr+, Co- Sn- V- D-, exercising well. Any biscuits start mucus.  EX: BW: 22.3 BCS: 4/9 MCS: 2/3 M/m: pink CRT: 1 secs Teeth: good Eyes: NAD Ears: NAD Chest: HR: 90 RR: panting Pulse: good Abdomen: NAD Skin and Coat: NAD Joints: NAD Claws: NAD LN: NAD Behaviour: BAR Parasites: none seen Vulva - normal again - ossibly had a silent season? TX: Monthly milpro. ADVICE: chat re spay - advise in 1-2 months."""
4068,27309,"""mil derm (prev history at <<identifier>>) - advise flea tx++.""",pruritus,23-04-2014 10:10,cat,"""mil derm (prev history at <<identifier>>) - advise flea tx++."""
4069,5319211,"restart.  · Weights + BCS - stable.  · Eyes - ok. · Ears - ok. · Teeth - ok. · Heart Rate + Rhythm - regular, 120. · Lungs - ok. · Abdomen - ok. · Skin - ongoing allergy problem, smella of yeast so advised malaseb, owner said much worse in winter? · Check Chip - checked and recorded.  · Claws -. · Other -.  Discuss: Neutering - owner moving to <<identifier>>. HPC - enrolled.  Insurance -. Bloods -owner moving to <<identifier>>. Prescribed By: <<name>> MRCVS. Next appointment in 4 weeks. will do in <<location>>",vaccination,08-11-2018 17:11,dog,"restart.  · Weights + BCS - stable.  · Eyes - ok. · Ears - ok. · Teeth - ok. · Heart Rate + Rhythm - regular, 120. · Lungs - ok. · Abdomen - ok. · Skin - ongoing allergy problem, smella of yeast so advised malaseb, owner said much worse in winter? · Check Chip - checked and recorded.  · Claws -. · Other -.  Discuss: Neutering - owner moving to <<identifier>>. HPC - enrolled.  Insurance -. Bloods -owner moving to <<identifier>>. Prescribed By: <<name>> MRCVS. Next appointment in 4 weeks. will do in <<location>>"
4070,4279774,"<<name>>Booster l4 and kcv. Can have 6 mth wormer and deflea product. History no problems. Clinical exam mild tartar no cataracts ears clean nails sort HR 96 no murmurs RR 18 abdo no pain or swelling skin nothing abnormal detected perineum all ok.""",vaccination,07-03-2018 12:33,dog,"<<name>>Booster l4 and kcv. Can have 6 mth wormer and deflea product. History no problems. Clinical exam mild tartar no cataracts ears clean nails sort HR 96 no murmurs RR 18 abdo no pain or swelling skin nothing abnormal detected perineum all ok."""
4071,3382226,"""Guide dog booster. CE OK. Has worm/flea prods.""",vaccination,18-07-2017 15:49,dog,"""Guide dog booster. CE OK. Has worm/flea prods."""
4072,5625268,All okay on CE. 2 testicles so adv okay for castration. Some scabs on neck from previous fights but all healing well.,other_healthy,21-01-2019 14:31,cat,All okay on CE. 2 testicles so adv okay for castration. Some scabs on neck from previous fights but all healing well.
4073,617180,"""STT: 26mm R eye and 21mm L eye in 60&quot; so normal.""",other_healthy,17-09-2015 15:17,dog,"""STT: 26mm R eye and 21mm L eye in 60&quot; so normal."""
4074,6820494,"FDI - L4 A120A01 KC A096F01. OR doing fine, no concerns, EDUF, no v/d/c/s. PE: BAR, mm pink andm oist, weight stable, BCS 5/9, hr/chest/abd nad, good coat, ears ok, no infalmation or infection/wax. fit for vaccine",vaccination,16-10-2019 18:29,dog,"FDI - L4 A120A01 KC A096F01. OR doing fine, no concerns, EDUF, no v/d/c/s. PE: BAR, mm pink andm oist, weight stable, BCS 5/9, hr/chest/abd nad, good coat, ears ok, no infalmation or infection/wax. fit for vaccine"
4075,6514708,"Otitis. Scratching R ear since yesterday. Also licking and biting paws (happened before). O reports possible anal glands problem as before? Exam: mm pink and moist, crt<2, heart fine no murmur HR 96, lungs clear, abdomen NAD, lnn ok, breast ok. L ear: some brown and waxy discharge. R ear: less dicharge but quite inflammed and sore. No FB seen. Skin sore in paws, anal glands ok. Plan: dexafort injection + surolan + buster collar if licking paws. Discussed about allergies. If recurrence, next step hypoallergenic food, dicussed about test allergies... Flea tx strictly every 4 weeks. Re-check in 1 week. Next appointment in 1 week.",other_healthy,09-08-2019 10:51,dog,"Otitis. Scratching R ear since yesterday. Also licking and biting paws (happened before). O reports possible anal glands problem as before? Exam: mm pink and moist, crt<2, heart fine no murmur HR 96, lungs clear, abdomen NAD, lnn ok, breast ok. L ear: some brown and waxy discharge. R ear: less dicharge but quite inflammed and sore. No FB seen. Skin sore in paws, anal glands ok. Plan: dexafort injection + surolan + buster collar if licking paws. Discussed about allergies. If recurrence, next step hypoallergenic food, dicussed about test allergies... Flea tx strictly every 4 weeks. Re-check in 1 week. Next appointment in 1 week."
4076,2778161,"""<<identifier>> all ok one mxa unable to examine mouth. chest ok abdo palp ok 31kgs 1 fit since last seen. to continue as is.""",other_healthy,10-02-2017 09:29,dog,"""<<identifier>> all ok one mxa unable to examine mouth. chest ok abdo palp ok 31kgs 1 fit since last seen. to continue as is."""
4077,3538495,"""POC. wound healing nicely- some bruising but should settle, dog DUDE and BAR as usual, advise can have another dose of meloxaid tm then d/c and to continue with restricted exercise and buster collar for another week, re exam if concerned""",post_op,25-08-2017 10:58,dog,"""POC. wound healing nicely- some bruising but should settle, dog DUDE and BAR as usual, advise can have another dose of meloxaid tm then d/c and to continue with restricted exercise and buster collar for another week, re exam if concerned"""
4078,6723496,"Vacc re-start DHP + L4 + KC. Well and healthy today, DUDE normally, OR no concerns. BAR, eyes, ears, nose WNL. Mouth not examined as muzzled. LNs and thoracic auscul NAD.",vaccination,24-09-2019 18:14,dog,"Vacc re-start DHP + L4 + KC. Well and healthy today, DUDE normally, OR no concerns. BAR, eyes, ears, nose WNL. Mouth not examined as muzzled. LNs and thoracic auscul NAD."
4079,722704,"""Chronic allergic itch advise non allergenic food parasite control and low dose steroid Discussed spay and wt loss.""",pruritus,20-10-2015 08:49,unknown,"""Chronic allergic itch advise non allergenic food parasite control and low dose steroid Discussed spay and wt loss."""
4080,6235278,"Rx wound. Still fresh in L side, not reducing in size. 2 smaller wounds in R side and he is licking his HL paw, becaming alopecic. He also scratches the neck. Allergy? To continue with hibis and intrasite BID. Next appointment in 2 weeks.",other_unwell,12-06-2019 16:13,cat,"Rx wound. Still fresh in L side, not reducing in size. 2 smaller wounds in R side and he is licking his HL paw, becaming alopecic. He also scratches the neck. Allergy? To continue with hibis and intrasite BID. Next appointment in 2 weeks."
4081,3861145,"""Hx - RV for corneal ulcer check on R eye. O been away but reports parents but administering drops. Feels comfortable and back to normal.  Cx - QAR, no blepharospasm or conjunctivitis in R eye and fluoro -ve. Plan - discussed lack of findings on tests again - no known inciting cause at present. Trimmed all nails in consult incase may be rubbing and catching eye. RV if concerns or ulcer symptoms develop again.""",trauma,10-11-2017 08:41,cat,"""Hx - RV for corneal ulcer check on R eye. O been away but reports parents but administering drops. Feels comfortable and back to normal.  Cx - QAR, no blepharospasm or conjunctivitis in R eye and fluoro -ve. Plan - discussed lack of findings on tests again - no known inciting cause at present. Trimmed all nails in consult incase may be rubbing and catching eye. RV if concerns or ulcer symptoms develop again."""
4082,2183780,"""Health check and 2nd vaccs. AOK.""",other_healthy,19-09-2016 16:39,cat,"""Health check and 2nd vaccs. AOK."""
4083,4885346,"""Booster. slowing down alot more; struggles with stairs and jumping. 300g weight loss in 3 months. BCS 4/9.""",vaccination,11-08-2018 09:13,cat,"""Booster. slowing down alot more; struggles with stairs and jumping. 300g weight loss in 3 months. BCS 4/9."""
